date,district,block,rainfall_mm,river_level_m,flood_incidents,population_exposed,road_access_score,dry_ration_kits_needed
2022-09-14,Bhadrak,Chandbali,34.4,3.08,0,96000,0.44,66
2022-09-15,Bhadrak,Chandbali,108.6,4.46,2,96000,0.44,310
2022-09-16,Bhadrak,Chandbali,17.6,2.76,0,96000,0.44,58
2022-09-17,Bhadrak,Chandbali,10.3,2.62,0,96000,0.44,50
2022-09-18,Bhadrak,Chandbali,47.2,3.17,0,96000,0.44,96
2022-09-19,Bhadrak,Chandbali,181.3,5.67,6,96000,0.44,677
2022-09-20,Bhadrak,Chandbali,20.0,2.95,0,96000,0.44,50
2022-09-21,Bhadrak,Chandbali,36.3,3.18,0,96000,0.44,95
2022-09-22,Bhadrak,Chandbali,23.7,3.06,0,96000,0.44,55
2022-09-23,Bhadrak,Chandbali,41.1,3.28,0,96000,0.44,85
2022-09-24,Bhadrak,Chandbali,5.4,2.93,0,96000,0.44,50
2022-09-25,Bhadrak,Chandbali,9.0,2.31,0,96000,0.44,50
2022-09-26,Bhadrak,Chandbali,3.6,2.46,0,96000,0.44,50
2022-09-27,Bhadrak,Chandbali,22.2,2.66,0,96000,0.44,50
2022-09-28,Bhadrak,Chandbali,48.8,3.62,0,96000,0.44,101
2022-09-29,Bhadrak,Chandbali,22.1,3.19,0,96000,0.44,60
2022-09-30,Bhadrak,Chandbali,34.7,3.47,0,96000,0.44,72
2022-10-01,Bhadrak,Chandbali,1.4,2.83,0,96000,0.44,50
2022-10-02,Bhadrak,Chandbali,10.4,2.76,0,96000,0.44,68
2022-10-03,Bhadrak,Chandbali,5.5,2.54,0,96000,0.44,50
2022-10-04,Bhadrak,Chandbali,4.6,2.87,0,96000,0.44,51
2022-10-05,Bhadrak,Chandbali,0.8,2.52,0,96000,0.44,50
2022-10-06,Bhadrak,Chandbali,4.2,2.35,0,96000,0.44,59
2022-10-07,Bhadrak,Chandbali,7.5,2.49,0,96000,0.44,63
2022-10-08,Bhadrak,Chandbali,0.7,2.5,0,96000,0.44,50
2022-10-09,Bhadrak,Chandbali,10.2,2.51,0,96000,0.44,66
2022-10-10,Bhadrak,Chandbali,4.8,2.34,0,96000,0.44,50
2022-10-11,Bhadrak,Chandbali,6.6,2.75,0,96000,0.44,50
2022-10-12,Bhadrak,Chandbali,0.7,2.59,0,96000,0.44,54
2022-10-13,Bhadrak,Chandbali,5.8,2.59,0,96000,0.44,57
2022-10-14,Bhadrak,Chandbali,5.8,2.32,0,96000,0.44,52
2022-10-15,Bhadrak,Chandbali,4.3,2.55,0,96000,0.44,50
2022-10-16,Bhadrak,Chandbali,5.8,2.44,0,96000,0.44,58
2022-10-17,Bhadrak,Chandbali,0.7,2.22,0,96000,0.44,50
2022-10-18,Bhadrak,Chandbali,0.7,2.29,0,96000,0.44,50
2022-10-19,Bhadrak,Chandbali,3.7,2.25,0,96000,0.44,50
2022-10-20,Bhadrak,Chandbali,1.2,2.4,0,96000,0.44,50
2022-10-21,Bhadrak,Chandbali,188.7,6.07,10,96000,0.44,964
2022-10-22,Bhadrak,Chandbali,2.5,2.53,0,96000,0.44,50
2022-10-23,Bhadrak,Chandbali,4.7,2.95,0,96000,0.44,57
2022-10-24,Bhadrak,Chandbali,9.2,2.73,0,96000,0.44,50
2022-10-25,Bhadrak,Chandbali,1.5,2.33,0,96000,0.44,50
2022-10-26,Bhadrak,Chandbali,4.7,2.42,0,96000,0.44,50
2022-10-27,Bhadrak,Chandbali,0.7,2.49,0,96000,0.44,50
2022-10-28,Bhadrak,Chandbali,1.1,2.39,0,96000,0.44,50
2022-10-29,Bhadrak,Chandbali,0.7,2.37,0,96000,0.44,50
2022-10-30,Bhadrak,Chandbali,1.2,2.48,0,96000,0.44,50
2022-10-31,Bhadrak,Chandbali,3.3,2.9,0,96000,0.44,50
2022-11-01,Bhadrak,Chandbali,1.6,2.47,0,96000,0.44,50
2022-11-02,Bhadrak,Chandbali,4.0,2.86,0,96000,0.44,50
2022-11-03,Bhadrak,Chandbali,1.2,2.71,0,96000,0.44,53
2022-11-04,Bhadrak,Chandbali,2.1,2.34,0,96000,0.44,50
2022-11-05,Bhadrak,Chandbali,5.9,2.32,0,96000,0.44,50
2022-11-06,Bhadrak,Chandbali,8.9,2.4,0,96000,0.44,50
2022-11-07,Bhadrak,Chandbali,1.6,2.64,0,96000,0.44,50
2022-11-08,Bhadrak,Chandbali,10.7,2.69,0,96000,0.44,52
2022-11-09,Bhadrak,Chandbali,3.0,2.75,0,96000,0.44,50
2022-11-10,Bhadrak,Chandbali,0.6,2.25,0,96000,0.44,50
2022-11-11,Bhadrak,Chandbali,2.0,2.55,0,96000,0.44,51
2022-11-12,Bhadrak,Chandbali,3.3,2.61,0,96000,0.44,50
2022-11-13,Bhadrak,Chandbali,4.7,2.42,0,96000,0.44,50
2022-11-14,Bhadrak,Chandbali,2.0,2.39,0,96000,0.44,54
2022-11-15,Bhadrak,Chandbali,1.3,2.48,0,96000,0.44,50
2022-11-16,Bhadrak,Chandbali,8.3,2.48,0,96000,0.44,50
2022-11-17,Bhadrak,Chandbali,10.0,2.43,0,96000,0.44,55
2022-11-18,Bhadrak,Chandbali,10.9,2.99,0,96000,0.44,50
2022-11-19,Bhadrak,Chandbali,2.6,2.82,0,96000,0.44,50
2022-11-20,Bhadrak,Chandbali,7.2,2.54,0,96000,0.44,50
2022-11-21,Bhadrak,Chandbali,6.6,2.31,0,96000,0.44,55
2022-11-22,Bhadrak,Chandbali,4.9,2.71,0,96000,0.44,50
2022-11-23,Bhadrak,Chandbali,5.1,2.31,0,96000,0.44,52
2022-11-24,Bhadrak,Chandbali,1.2,2.58,0,96000,0.44,60
2022-11-25,Bhadrak,Chandbali,0.5,2.69,0,96000,0.44,57
2022-11-26,Bhadrak,Chandbali,1.4,2.1,0,96000,0.44,50
2022-11-27,Bhadrak,Chandbali,0.7,2.59,0,96000,0.44,50
2022-11-28,Bhadrak,Chandbali,0.2,2.56,0,96000,0.44,50
2022-11-29,Bhadrak,Chandbali,1.4,2.53,0,96000,0.44,64
2022-11-30,Bhadrak,Chandbali,6.4,2.38,0,96000,0.44,50
2022-12-01,Bhadrak,Chandbali,6.3,2.5,0,96000,0.44,50
2022-12-02,Bhadrak,Chandbali,5.3,2.56,0,96000,0.44,50
2022-12-03,Bhadrak,Chandbali,2.3,2.48,0,96000,0.44,72
2022-12-04,Bhadrak,Chandbali,0.7,2.37,0,96000,0.44,52
2022-12-05,Bhadrak,Chandbali,0.7,3.14,0,96000,0.44,53
2022-12-06,Bhadrak,Chandbali,7.4,2.93,0,96000,0.44,50
2022-12-07,Bhadrak,Chandbali,8.6,2.25,0,96000,0.44,54
2022-12-08,Bhadrak,Chandbali,5.3,2.46,0,96000,0.44,50
2022-12-09,Bhadrak,Chandbali,2.2,2.75,0,96000,0.44,58
2022-12-10,Bhadrak,Chandbali,0.5,2.18,0,96000,0.44,50
2022-12-11,Bhadrak,Chandbali,6.0,2.83,0,96000,0.44,50
2022-12-12,Bhadrak,Chandbali,2.7,2.49,0,96000,0.44,50
2022-12-13,Bhadrak,Chandbali,1.5,2.34,0,96000,0.44,50
2022-12-14,Bhadrak,Chandbali,2.8,2.51,0,96000,0.44,50
2022-12-15,Bhadrak,Chandbali,7.5,2.47,0,96000,0.44,53
2022-12-16,Bhadrak,Chandbali,2.2,2.43,0,96000,0.44,50
2022-12-17,Bhadrak,Chandbali,0.7,2.65,0,96000,0.44,62
2022-12-18,Bhadrak,Chandbali,0.3,2.52,0,96000,0.44,50
2022-12-19,Bhadrak,Chandbali,3.9,2.59,0,96000,0.44,50
2022-12-20,Bhadrak,Chandbali,1.3,2.11,0,96000,0.44,50
2022-12-21,Bhadrak,Chandbali,3.2,2.7,0,96000,0.44,50
2022-12-22,Bhadrak,Chandbali,4.9,2.46,0,96000,0.44,50
2022-12-23,Bhadrak,Chandbali,3.8,2.45,0,96000,0.44,50
2022-12-24,Bhadrak,Chandbali,2.1,2.29,0,96000,0.44,50
2022-12-25,Bhadrak,Chandbali,1.0,2.75,0,96000,0.44,54
2022-12-26,Bhadrak,Chandbali,3.7,2.62,0,96000,0.44,50
2022-12-27,Bhadrak,Chandbali,3.2,2.5,0,96000,0.44,50
2022-12-28,Bhadrak,Chandbali,8.3,2.52,0,96000,0.44,51
2022-12-29,Bhadrak,Chandbali,2.0,2.01,0,96000,0.44,50
2022-12-30,Bhadrak,Chandbali,11.0,2.66,0,96000,0.44,50
2022-12-31,Bhadrak,Chandbali,2.5,2.19,0,96000,0.44,50
2023-01-01,Bhadrak,Chandbali,1.1,2.52,0,96000,0.44,50
2023-01-02,Bhadrak,Chandbali,1.3,2.47,0,96000,0.44,50
2023-01-03,Bhadrak,Chandbali,2.3,2.41,0,96000,0.44,50
2023-01-04,Bhadrak,Chandbali,3.6,2.8,0,96000,0.44,50
2023-01-05,Bhadrak,Chandbali,2.0,2.21,0,96000,0.44,50
2023-01-06,Bhadrak,Chandbali,1.7,2.48,0,96000,0.44,50
2023-01-07,Bhadrak,Chandbali,1.6,2.51,0,96000,0.44,50
2023-01-08,Bhadrak,Chandbali,1.8,2.34,0,96000,0.44,52
2023-01-09,Bhadrak,Chandbali,0.4,2.41,0,96000,0.44,50
2023-01-10,Bhadrak,Chandbali,5.8,2.58,0,96000,0.44,50
2023-01-11,Bhadrak,Chandbali,3.4,2.56,0,96000,0.44,50
2023-01-12,Bhadrak,Chandbali,2.2,2.45,0,96000,0.44,50
2023-01-13,Bhadrak,Chandbali,1.2,2.36,0,96000,0.44,50
2023-01-14,Bhadrak,Chandbali,4.5,2.53,0,96000,0.44,50
2023-01-15,Bhadrak,Chandbali,7.8,2.49,0,96000,0.44,50
2023-01-16,Bhadrak,Chandbali,3.3,2.49,0,96000,0.44,50
2023-01-17,Bhadrak,Chandbali,2.5,2.31,0,96000,0.44,53
2023-01-18,Bhadrak,Chandbali,3.8,2.28,0,96000,0.44,50
2023-01-19,Bhadrak,Chandbali,7.8,2.33,0,96000,0.44,50
2023-01-20,Bhadrak,Chandbali,2.6,2.37,0,96000,0.44,50
2023-01-21,Bhadrak,Chandbali,1.1,2.38,0,96000,0.44,50
2023-01-22,Bhadrak,Chandbali,0.9,2.65,0,96000,0.44,50
2023-01-23,Bhadrak,Chandbali,7.0,2.6,0,96000,0.44,50
2023-01-24,Bhadrak,Chandbali,0.1,2.62,0,96000,0.44,50
2023-01-25,Bhadrak,Chandbali,0.3,2.49,0,96000,0.44,52
2023-01-26,Bhadrak,Chandbali,1.7,2.4,0,96000,0.44,53
2023-01-27,Bhadrak,Chandbali,4.2,2.49,0,96000,0.44,50
2023-01-28,Bhadrak,Chandbali,0.4,2.51,0,96000,0.44,50
2023-01-29,Bhadrak,Chandbali,1.0,2.55,0,96000,0.44,50
2023-01-30,Bhadrak,Chandbali,9.0,2.38,0,96000,0.44,56
2023-01-31,Bhadrak,Chandbali,0.8,2.41,0,96000,0.44,54
2023-02-01,Bhadrak,Chandbali,2.5,2.45,0,96000,0.44,50
2023-02-02,Bhadrak,Chandbali,4.8,2.66,0,96000,0.44,50
2023-02-03,Bhadrak,Chandbali,5.9,2.62,0,96000,0.44,50
2023-02-04,Bhadrak,Chandbali,8.0,2.39,0,96000,0.44,50
2023-02-05,Bhadrak,Chandbali,5.1,2.41,0,96000,0.44,50
2023-02-06,Bhadrak,Chandbali,0.6,2.61,0,96000,0.44,50
2023-02-07,Bhadrak,Chandbali,3.6,2.4,0,96000,0.44,50
2023-02-08,Bhadrak,Chandbali,2.8,2.76,0,96000,0.44,50
2023-02-09,Bhadrak,Chandbali,1.9,2.51,0,96000,0.44,52
2023-02-10,Bhadrak,Chandbali,8.5,2.35,0,96000,0.44,50
2023-02-11,Bhadrak,Chandbali,7.4,2.87,0,96000,0.44,50
2023-02-12,Bhadrak,Chandbali,3.4,2.96,0,96000,0.44,52
2023-02-13,Bhadrak,Chandbali,5.4,2.68,0,96000,0.44,50
2023-02-14,Bhadrak,Chandbali,4.6,2.65,0,96000,0.44,55
2023-02-15,Bhadrak,Chandbali,0.7,2.32,0,96000,0.44,50
2023-02-16,Bhadrak,Chandbali,0.7,2.63,0,96000,0.44,52
2023-02-17,Bhadrak,Chandbali,0.8,2.3,0,96000,0.44,50
2023-02-18,Bhadrak,Chandbali,4.4,2.64,0,96000,0.44,52
2023-02-19,Bhadrak,Chandbali,1.0,2.62,0,96000,0.44,50
2023-02-20,Bhadrak,Chandbali,141.6,4.98,3,96000,0.44,412
2023-02-21,Bhadrak,Chandbali,1.7,2.15,0,96000,0.44,60
2023-02-22,Bhadrak,Chandbali,3.8,2.51,0,96000,0.44,50
2023-02-23,Bhadrak,Chandbali,0.8,2.52,0,96000,0.44,54
2023-02-24,Bhadrak,Chandbali,1.8,2.51,0,96000,0.44,50
2023-02-25,Bhadrak,Chandbali,2.8,2.38,0,96000,0.44,50
2023-02-26,Bhadrak,Chandbali,4.1,2.75,0,96000,0.44,52
2023-02-27,Bhadrak,Chandbali,2.3,2.8,0,96000,0.44,53
2023-02-28,Bhadrak,Chandbali,4.2,2.87,0,96000,0.44,50
2023-03-01,Bhadrak,Chandbali,3.5,2.73,0,96000,0.44,66
2023-03-02,Bhadrak,Chandbali,1.5,2.4,0,96000,0.44,50
2023-03-03,Bhadrak,Chandbali,3.3,2.53,0,96000,0.44,50
2023-03-04,Bhadrak,Chandbali,0.4,2.48,0,96000,0.44,50
2023-03-05,Bhadrak,Chandbali,0.4,2.48,0,96000,0.44,54
2023-03-06,Bhadrak,Chandbali,0.2,2.2,0,96000,0.44,50
2023-03-07,Bhadrak,Chandbali,2.8,2.58,0,96000,0.44,59
2023-03-08,Bhadrak,Chandbali,0.4,2.65,0,96000,0.44,50
2023-03-09,Bhadrak,Chandbali,3.9,2.72,0,96000,0.44,50
2023-03-10,Bhadrak,Chandbali,0.3,2.54,0,96000,0.44,50
2023-03-11,Bhadrak,Chandbali,4.5,2.52,0,96000,0.44,62
2023-03-12,Bhadrak,Chandbali,7.0,2.53,0,96000,0.44,53
2023-03-13,Bhadrak,Chandbali,2.5,2.87,0,96000,0.44,50
2023-03-14,Bhadrak,Chandbali,7.6,2.86,0,96000,0.44,59
2023-03-15,Bhadrak,Chandbali,0.1,2.78,0,96000,0.44,50
2023-03-16,Bhadrak,Chandbali,3.1,2.64,0,96000,0.44,54
2023-03-17,Bhadrak,Chandbali,1.2,2.58,0,96000,0.44,50
2023-03-18,Bhadrak,Chandbali,0.5,2.38,0,96000,0.44,50
2023-03-19,Bhadrak,Chandbali,1.7,2.46,0,96000,0.44,50
2023-03-20,Bhadrak,Chandbali,2.3,2.47,0,96000,0.44,50
2023-03-21,Bhadrak,Chandbali,3.1,2.77,0,96000,0.44,50
2023-03-22,Bhadrak,Chandbali,9.1,2.58,0,96000,0.44,50
2023-03-23,Bhadrak,Chandbali,5.0,2.38,0,96000,0.44,50
2023-03-24,Bhadrak,Chandbali,0.5,2.51,0,96000,0.44,56
2023-03-25,Bhadrak,Chandbali,1.6,2.45,0,96000,0.44,54
2023-03-26,Bhadrak,Chandbali,0.1,2.46,0,96000,0.44,50
2023-03-27,Bhadrak,Chandbali,8.9,2.82,0,96000,0.44,50
2023-03-28,Bhadrak,Chandbali,1.8,2.53,0,96000,0.44,50
2023-03-29,Bhadrak,Chandbali,4.3,3.01,0,96000,0.44,54
2023-03-30,Bhadrak,Chandbali,7.3,2.7,0,96000,0.44,50
2023-03-31,Bhadrak,Chandbali,3.2,2.5,0,96000,0.44,50
2023-04-01,Bhadrak,Chandbali,10.2,2.67,0,96000,0.44,50
2023-04-02,Bhadrak,Chandbali,4.0,2.57,0,96000,0.44,50
2023-04-03,Bhadrak,Chandbali,6.8,2.69,0,96000,0.44,56
2023-04-04,Bhadrak,Chandbali,4.1,2.45,0,96000,0.44,50
2023-04-05,Bhadrak,Chandbali,10.7,2.61,0,96000,0.44,50
2023-04-06,Bhadrak,Chandbali,2.3,2.65,0,96000,0.44,50
2023-04-07,Bhadrak,Chandbali,17.7,2.72,0,96000,0.44,66
2023-04-08,Bhadrak,Chandbali,2.6,2.38,0,96000,0.44,50
2023-04-09,Bhadrak,Chandbali,7.2,2.9,0,96000,0.44,50
2023-04-10,Bhadrak,Chandbali,1.5,2.92,0,96000,0.44,50
2023-04-11,Bhadrak,Chandbali,0.1,2.44,0,96000,0.44,50
2023-04-12,Bhadrak,Chandbali,1.3,2.88,0,96000,0.44,50
2023-04-13,Bhadrak,Chandbali,1.1,2.64,0,96000,0.44,50
2023-04-14,Bhadrak,Chandbali,10.0,2.37,0,96000,0.44,50
2023-04-15,Bhadrak,Chandbali,2.7,2.2,0,96000,0.44,50
2023-04-16,Bhadrak,Chandbali,2.4,2.42,0,96000,0.44,57
2023-04-17,Bhadrak,Chandbali,1.0,2.44,0,96000,0.44,50
2023-04-18,Bhadrak,Chandbali,3.9,2.48,0,96000,0.44,54
2023-04-19,Bhadrak,Chandbali,5.8,2.43,0,96000,0.44,56
2023-04-20,Bhadrak,Chandbali,2.4,2.67,0,96000,0.44,50
2023-04-21,Bhadrak,Chandbali,1.8,2.53,0,96000,0.44,50
2023-04-22,Bhadrak,Chandbali,0.9,2.53,0,96000,0.44,50
2023-04-23,Bhadrak,Chandbali,5.3,2.46,0,96000,0.44,50
2023-04-24,Bhadrak,Chandbali,1.4,2.57,0,96000,0.44,50
2023-04-25,Bhadrak,Chandbali,0.2,2.38,0,96000,0.44,50
2023-04-26,Bhadrak,Chandbali,2.5,2.71,0,96000,0.44,50
2023-04-27,Bhadrak,Chandbali,3.3,2.5,0,96000,0.44,50
2023-04-28,Bhadrak,Chandbali,0.1,2.25,0,96000,0.44,50
2023-04-29,Bhadrak,Chandbali,0.6,2.33,0,96000,0.44,50
2023-04-30,Bhadrak,Chandbali,0.8,2.7,0,96000,0.44,59
2023-05-01,Bhadrak,Chandbali,2.4,2.65,0,96000,0.44,50
2023-05-02,Bhadrak,Chandbali,1.6,2.63,0,96000,0.44,50
2023-05-03,Bhadrak,Chandbali,14.9,2.85,0,96000,0.44,57
2023-05-04,Bhadrak,Chandbali,0.9,2.73,0,96000,0.44,50
2023-05-05,Bhadrak,Chandbali,0.9,2.41,0,96000,0.44,50
2023-05-06,Bhadrak,Chandbali,0.9,2.07,0,96000,0.44,50
2023-05-07,Bhadrak,Chandbali,4.9,2.44,0,96000,0.44,50
2023-05-08,Bhadrak,Chandbali,0.4,2.7,0,96000,0.44,50
2023-05-09,Bhadrak,Chandbali,2.3,2.63,0,96000,0.44,57
2023-05-10,Bhadrak,Chandbali,4.2,2.61,0,96000,0.44,50
2023-05-11,Bhadrak,Chandbali,4.7,2.87,0,96000,0.44,53
2023-05-12,Bhadrak,Chandbali,108.3,4.46,1,96000,0.44,233
2023-05-13,Bhadrak,Chandbali,4.5,2.53,0,96000,0.44,55
2023-05-14,Bhadrak,Chandbali,0.3,2.58,0,96000,0.44,50
2023-05-15,Bhadrak,Chandbali,4.3,2.23,0,96000,0.44,50
2023-05-16,Bhadrak,Chandbali,1.0,2.38,0,96000,0.44,50
2023-05-17,Bhadrak,Chandbali,1.7,2.54,0,96000,0.44,50
2023-05-18,Bhadrak,Chandbali,4.5,2.63,0,96000,0.44,50
2023-05-19,Bhadrak,Chandbali,2.3,2.43,0,96000,0.44,50
2023-05-20,Bhadrak,Chandbali,1.7,2.33,0,96000,0.44,50
2023-05-21,Bhadrak,Chandbali,6.3,2.55,0,96000,0.44,50
2023-05-22,Bhadrak,Chandbali,0.5,2.93,0,96000,0.44,54
2023-05-23,Bhadrak,Chandbali,0.6,2.41,0,96000,0.44,50
2023-05-24,Bhadrak,Chandbali,9.9,2.42,0,96000,0.44,50
2023-05-25,Bhadrak,Chandbali,1.4,2.67,0,96000,0.44,50
2023-05-26,Bhadrak,Chandbali,1.8,2.43,0,96000,0.44,50
2023-05-27,Bhadrak,Chandbali,0.6,2.35,0,96000,0.44,50
2023-05-28,Bhadrak,Chandbali,1.0,2.63,0,96000,0.44,52
2023-05-29,Bhadrak,Chandbali,15.0,2.89,0,96000,0.44,50
2023-05-30,Bhadrak,Chandbali,6.2,2.39,0,96000,0.44,50
2023-05-31,Bhadrak,Chandbali,3.1,2.66,0,96000,0.44,50
2023-06-01,Bhadrak,Chandbali,61.6,3.68,0,96000,0.44,100
2023-06-02,Bhadrak,Chandbali,52.6,3.59,0,96000,0.44,73
2023-06-03,Bhadrak,Chandbali,12.1,2.89,0,96000,0.44,71
2023-06-04,Bhadrak,Chandbali,22.8,2.81,0,96000,0.44,60
2023-06-05,Bhadrak,Chandbali,23.9,3.0,0,96000,0.44,68
2023-06-06,Bhadrak,Chandbali,38.0,3.45,0,96000,0.44,79
2023-06-07,Bhadrak,Chandbali,54.1,3.11,0,96000,0.44,102
2023-06-08,Bhadrak,Chandbali,16.5,3.19,0,96000,0.44,51
2023-06-09,Bhadrak,Chandbali,30.1,3.08,0,96000,0.44,74
2023-06-10,Bhadrak,Chandbali,24.3,2.86,0,96000,0.44,66
2023-06-11,Bhadrak,Chandbali,42.4,3.27,0,96000,0.44,101
2023-06-12,Bhadrak,Chandbali,22.6,3.14,0,96000,0.44,50
2023-06-13,Bhadrak,Chandbali,10.2,2.85,0,96000,0.44,72
2023-06-14,Bhadrak,Chandbali,19.0,2.86,0,96000,0.44,65
2023-06-15,Bhadrak,Chandbali,216.5,6.05,9,96000,0.44,919
2023-06-16,Bhadrak,Chandbali,5.3,2.34,0,96000,0.44,50
2023-06-17,Bhadrak,Chandbali,27.8,2.97,0,96000,0.44,57
2023-06-18,Bhadrak,Chandbali,41.9,3.1,0,96000,0.44,90
2023-06-19,Bhadrak,Chandbali,9.4,2.83,0,96000,0.44,55
2023-06-20,Bhadrak,Chandbali,18.5,2.93,0,96000,0.44,50
2023-06-21,Bhadrak,Chandbali,65.9,3.56,0,96000,0.44,103
2023-06-22,Bhadrak,Chandbali,10.2,2.8,0,96000,0.44,50
2023-06-23,Bhadrak,Chandbali,84.7,3.89,0,96000,0.44,134
2023-06-24,Bhadrak,Chandbali,66.6,3.78,0,96000,0.44,105
2023-06-25,Bhadrak,Chandbali,30.5,2.93,0,96000,0.44,60
2023-06-26,Bhadrak,Chandbali,7.9,2.42,0,96000,0.44,50
2023-06-27,Bhadrak,Chandbali,21.4,2.96,0,96000,0.44,57
2023-06-28,Bhadrak,Chandbali,22.5,2.95,0,96000,0.44,83
2023-06-29,Bhadrak,Chandbali,219.7,6.52,8,96000,0.44,894
2023-06-30,Bhadrak,Chandbali,10.5,2.77,0,96000,0.44,57
2023-07-01,Bhadrak,Chandbali,31.1,3.6,0,96000,0.44,60
2023-07-02,Bhadrak,Chandbali,16.6,3.6,0,96000,0.44,54
2023-07-03,Bhadrak,Chandbali,6.7,3.31,0,96000,0.44,50
2023-07-04,Bhadrak,Chandbali,29.0,3.52,0,96000,0.44,52
2023-07-05,Bhadrak,Chandbali,43.9,3.86,0,96000,0.44,91
2023-07-06,Bhadrak,Chandbali,11.7,2.74,0,96000,0.44,59
2023-07-07,Bhadrak,Chandbali,4.5,2.99,0,96000,0.44,50
2023-07-08,Bhadrak,Chandbali,17.6,3.13,0,96000,0.44,56
2023-07-09,Bhadrak,Chandbali,33.3,3.47,0,96000,0.44,67
2023-07-10,Bhadrak,Chandbali,39.6,3.43,0,96000,0.44,103
2023-07-11,Bhadrak,Chandbali,14.9,3.21,0,96000,0.44,50
2023-07-12,Bhadrak,Chandbali,11.1,3.41,0,96000,0.44,50
2023-07-13,Bhadrak,Chandbali,64.0,3.93,0,96000,0.44,110
2023-07-14,Bhadrak,Chandbali,32.2,3.52,0,96000,0.44,70
2023-07-15,Bhadrak,Chandbali,13.9,2.92,0,96000,0.44,50
2023-07-16,Bhadrak,Chandbali,17.5,3.17,0,96000,0.44,54
2023-07-17,Bhadrak,Chandbali,18.6,3.66,0,96000,0.44,51
2023-07-18,Bhadrak,Chandbali,43.1,3.71,0,96000,0.44,78
2023-07-19,Bhadrak,Chandbali,17.1,3.34,0,96000,0.44,64
2023-07-20,Bhadrak,Chandbali,8.5,2.69,0,96000,0.44,50
2023-07-21,Bhadrak,Chandbali,193.2,6.01,9,96000,0.44,906
2023-07-22,Bhadrak,Chandbali,22.2,3.54,0,96000,0.44,64
2023-07-23,Bhadrak,Chandbali,40.6,3.6,0,96000,0.44,94
2023-07-24,Bhadrak,Chandbali,4.1,3.5,0,96000,0.44,50
2023-07-25,Bhadrak,Chandbali,7.8,2.65,0,96000,0.44,50
2023-07-26,Bhadrak,Chandbali,39.6,3.68,0,96000,0.44,84
2023-07-27,Bhadrak,Chandbali,186.2,6.17,3,96000,0.44,558
2023-07-28,Bhadrak,Chandbali,7.1,2.78,0,96000,0.44,50
2023-07-29,Bhadrak,Chandbali,27.6,3.58,0,96000,0.44,57
2023-07-30,Bhadrak,Chandbali,10.6,3.41,0,96000,0.44,50
2023-07-31,Bhadrak,Chandbali,39.8,3.61,0,96000,0.44,101
2023-08-01,Bhadrak,Chandbali,59.7,4.28,0,96000,0.44,112
2023-08-02,Bhadrak,Chandbali,15.5,3.24,0,96000,0.44,54
2023-08-03,Bhadrak,Chandbali,10.2,3.37,0,96000,0.44,50
2023-08-04,Bhadrak,Chandbali,53.3,3.71,0,96000,0.44,104
2023-08-05,Bhadrak,Chandbali,26.5,2.94,0,96000,0.44,50
2023-08-06,Bhadrak,Chandbali,69.3,4.3,0,96000,0.44,143
2023-08-07,Bhadrak,Chandbali,4.3,3.14,0,96000,0.44,50
2023-08-08,Bhadrak,Chandbali,68.7,3.84,0,96000,0.44,103
2023-08-09,Bhadrak,Chandbali,83.8,4.55,1,96000,0.44,236
2023-08-10,Bhadrak,Chandbali,20.3,3.51,0,96000,0.44,58
2023-08-11,Bhadrak,Chandbali,14.6,3.49,0,96000,0.44,74
2023-08-12,Bhadrak,Chandbali,11.3,3.07,0,96000,0.44,55
2023-08-13,Bhadrak,Chandbali,14.6,3.74,0,96000,0.44,63
2023-08-14,Bhadrak,Chandbali,16.2,3.21,0,96000,0.44,50
2023-08-15,Bhadrak,Chandbali,24.1,3.24,0,96000,0.44,59
2023-08-16,Bhadrak,Chandbali,37.0,3.29,0,96000,0.44,93
2023-08-17,Bhadrak,Chandbali,37.8,3.54,0,96000,0.44,89
2023-08-18,Bhadrak,Chandbali,24.2,2.93,0,96000,0.44,63
2023-08-19,Bhadrak,Chandbali,20.1,3.44,0,96000,0.44,58
2023-08-20,Bhadrak,Chandbali,19.5,3.31,0,96000,0.44,59
2023-08-21,Bhadrak,Chandbali,38.5,3.46,0,96000,0.44,91
2023-08-22,Bhadrak,Chandbali,37.2,3.74,0,96000,0.44,97
2023-08-23,Bhadrak,Chandbali,170.0,6.04,7,96000,0.44,761
2023-08-24,Bhadrak,Chandbali,27.0,3.39,0,96000,0.44,56
2023-08-25,Bhadrak,Chandbali,4.1,3.15,0,96000,0.44,56
2023-08-26,Bhadrak,Chandbali,24.1,3.33,0,96000,0.44,71
2023-08-27,Bhadrak,Chandbali,30.5,3.84,0,96000,0.44,63
2023-08-28,Bhadrak,Chandbali,94.4,4.59,1,96000,0.44,239
2023-08-29,Bhadrak,Chandbali,43.0,3.86,0,96000,0.44,91
2023-08-30,Bhadrak,Chandbali,33.5,3.45,0,96000,0.44,58
2023-08-31,Bhadrak,Chandbali,16.0,3.2,0,96000,0.44,59
2023-09-01,Bhadrak,Chandbali,39.7,3.17,0,96000,0.44,116
2023-09-02,Bhadrak,Chandbali,23.3,3.17,0,96000,0.44,65
2023-09-03,Bhadrak,Chandbali,71.5,3.95,0,96000,0.44,113
2023-09-04,Bhadrak,Chandbali,38.6,3.26,0,96000,0.44,105
2023-09-05,Bhadrak,Chandbali,32.8,3.1,0,96000,0.44,78
